Date,Open,High,Low,Close,Adj Close,Volume
2005-04-25,7071.859863,7071.859863,7071.859863,7071.859863,7071.859863,0
2005-04-26,7011.209961,7011.209961,7011.209961,7011.209961,7011.209961,0
2005-04-27,7010.209961,7010.209961,7010.209961,7010.209961,7010.209961,0
2005-04-28,null,null,null,null,null,null
2005-04-29,7008.319824,7008.319824,7008.319824,7008.319824,7008.319824,0
2005-05-02,null,null,null,null,null,null
2005-05-03,7032.029785,7032.029785,7032.029785,7032.029785,7032.029785,0
2005-05-04,7124.689941,7124.689941,7124.689941,7124.689941,7124.689941,0
2005-05-05,null,null,null,null,null,null
2005-05-06,null,null,null,null,null,null
2005-05-09,null,null,null,null,null,null
2005-05-10,null,null,null,null,null,null
2005-05-11,null,null,null,null,null,null
2005-05-12,null,null,null,null,null,null
2005-05-13,6937.689941,6937.689941,6937.689941,6937.689941,6937.689941,0
2005-05-16,6996.129883,6996.129883,6996.129883,6996.129883,6996.129883,0
2005-05-17,null,null,null,null,null,null
2005-05-18,7113.120117,7113.120117,7113.120117,7113.120117,7113.120117,0
2005-05-19,7140.959961,7140.959961,7140.959961,7140.959961,7140.959961,0
2005-05-20,7121.020020,7121.020020,7121.020020,7121.020020,7121.020020,0
2005-05-23,7155.950195,7155.950195,7155.950195,7155.950195,7155.950195,0
2005-05-24,7153.979980,7153.979980,7153.979980,7153.979980,7153.979980,0
2005-05-25,7129.240234,7129.240234,7129.240234,7129.240234,7129.240234,0
2005-05-26,7164.470215,7164.470215,7164.470215,7164.470215,7164.470215,0
2005-05-27,7184.899902,7184.899902,7184.899902,7184.899902,7184.899902,0
2005-05-31,7134.330078,7134.330078,7134.330078,7134.330078,7134.330078,0
2005-06-01,7190.649902,7190.649902,7190.649902,7190.649902,7190.649902,0
2005-06-02,7206.080078,7206.080078,7206.080078,7206.080078,7206.080078,0
2005-06-03,7169.209961,7169.209961,7169.209961,7169.209961,7169.209961,0
2005-06-06,null,null,null,null,null,null
2005-06-07,7199.319824,7199.319824,7199.319824,7199.319824,7199.319824,0
2005-06-08,7180.569824,7180.569824,7180.569824,7180.569824,7180.569824,0
2005-06-09,null,null,null,null,null,null
2005-06-10,null,null,null,null,null,null
2005-06-13,null,null,null,null,null,null
2005-06-14,null,null,null,null,null,null
2005-06-15,7256.390137,7256.390137,7256.390137,7256.390137,7256.390137,0
2005-06-16,null,null,null,null,null,null
2005-06-17,null,null,null,null,null,null
2005-06-20,7325.689941,7325.689941,7325.689941,7325.689941,7325.689941,0
2005-06-21,7314.250000,7314.250000,7314.250000,7314.250000,7314.250000,0
2005-06-22,7320.089844,7320.089844,7320.089844,7320.089844,7320.089844,0
2005-06-23,7246.549805,7246.549805,7246.549805,7246.549805,7246.549805,0
2005-06-24,null,null,null,null,null,null
2005-06-27,null,null,null,null,null,null
2005-06-28,null,null,null,null,null,null
2005-06-29,null,null,null,null,null,null
2005-06-30,null,null,null,null,null,null
2005-07-01,7245.589844,7245.589844,7245.589844,7245.589844,7245.589844,0
2005-07-05,null,null,null,null,null,null
2005-07-06,7251.870117,7251.870117,7251.870117,7251.870117,7251.870117,0
2005-07-07,7254.569824,7254.569824,7254.569824,7254.569824,7254.569824,0
2005-07-08,null,null,null,null,null,null
2005-07-11,7382.500000,7382.500000,7382.500000,7382.500000,7382.500000,0
2005-07-12,7411.850098,7411.850098,7411.850098,7411.850098,7411.850098,0
2005-07-13,null,null,null,null,null,null
2005-07-14,null,null,null,null,null,null
2005-07-15,7403.589844,7403.589844,7403.589844,7403.589844,7403.589844,0
2005-07-18,null,null,null,null,null,null
2005-07-19,null,null,null,null,null,null
2005-07-20,null,null,null,null,null,null
2005-07-21,7412.410156,7412.410156,7412.410156,7412.410156,7412.410156,0
2005-07-22,null,null,null,null,null,null
2005-07-25,7423.250000,7423.250000,7423.250000,7423.250000,7423.250000,0
2005-07-26,7428.069824,7428.069824,7428.069824,7428.069824,7428.069824,0
2005-07-27,7465.439941,7465.439941,7465.439941,7465.439941,7465.439941,0
2005-07-28,null,null,null,null,null,null
2005-07-29,7476.660156,7476.660156,7476.660156,7476.660156,7476.660156,0
2005-08-01,null,null,null,null,null,null
2005-08-02,7556.589844,7556.589844,7556.589844,7556.589844,7556.589844,0
2005-08-03,7566.540039,7566.540039,7566.540039,7566.540039,7566.540039,0
2005-08-04,7515.180176,7515.180176,7515.180176,7515.180176,7515.180176,0
2005-08-05,7453.290039,7453.290039,7453.290039,7453.290039,7453.290039,0
2005-08-08,7452.709961,7452.709961,7452.709961,7452.709961,7452.709961,0
2005-08-09,7505.580078,7505.580078,7505.580078,7505.580078,7505.580078,0
2005-08-10,7528.390137,7528.390137,7528.390137,7528.390137,7528.390137,0
2005-08-11,7590.830078,7590.830078,7590.830078,7590.830078,7590.830078,0
2005-08-12,null,null,null,null,null,null
2005-08-15,7564.779785,7564.779785,7564.779785,7564.779785,7564.779785,0
2005-08-16,7480.160156,7480.160156,7480.160156,7480.160156,7480.160156,0
2005-08-17,7461.770020,7461.770020,7461.770020,7461.770020,7461.770020,0
2005-08-18,7433.240234,7433.240234,7433.240234,7433.240234,7433.240234,0
2005-08-19,7458.540039,7458.540039,7458.540039,7458.540039,7458.540039,0
2005-08-22,null,null,null,null,null,null
2005-08-23,null,null,null,null,null,null
2005-08-24,null,null,null,null,null,null
2005-08-25,7434.580078,7434.580078,7434.580078,7434.580078,7434.580078,0
2005-08-26,7379.859863,7379.859863,7379.859863,7379.859863,7379.859863,0
2005-08-29,7413.979980,7413.979980,7413.979980,7413.979980,7413.979980,0
2005-08-30,7397.060059,7397.060059,7397.060059,7397.060059,7397.060059,0
2005-08-31,7496.089844,7496.089844,7496.089844,7496.089844,7496.089844,0
2005-09-01,null,null,null,null,null,null
2005-09-02,null,null,null,null,null,null
2005-09-06,7618.959961,7618.959961,7618.959961,7618.959961,7618.959961,0
2005-09-07,null,null,null,null,null,null
2005-09-08,7594.640137,7594.640137,7594.640137,7594.640137,7594.640137,0
2005-09-09,7663.819824,7663.819824,7663.819824,7663.819824,7663.819824,0
2005-09-12,7637.509766,7637.509766,7637.509766,7637.509766,7637.509766,0
2005-09-13,7578.250000,7578.250000,7578.250000,7578.250000,7578.250000,0
2005-09-14,null,null,null,null,null,null
2005-09-15,7583.140137,7583.140137,7583.140137,7583.140137,7583.140137,0
2005-09-16,7646.290039,7646.290039,7646.290039,7646.290039,7646.290039,0
2005-09-19,7611.890137,7611.890137,7611.890137,7611.890137,7611.890137,0
2005-09-20,null,null,null,null,null,null
2005-09-21,null,null,null,null,null,null
2005-09-22,7519.859863,7519.859863,7519.859863,7519.859863,7519.859863,0
2005-09-23,null,null,null,null,null,null
2005-09-26,null,null,null,null,null,null
2005-09-27,7548.649902,7548.649902,7548.649902,7548.649902,7548.649902,0
2005-09-28,null,null,null,null,null,null
2005-09-29,7632.500000,7632.500000,7632.500000,7632.500000,7632.500000,0
2005-09-30,7632.979980,7632.979980,7632.979980,7632.979980,7632.979980,0
2005-10-03,7626.229980,7626.229980,7626.229980,7626.229980,7626.229980,0
2005-10-04,null,null,null,null,null,null
2005-10-05,7436.359863,7436.359863,7436.359863,7436.359863,7436.359863,0
2005-10-06,7399.660156,7399.660156,7399.660156,7399.660156,7399.660156,0
2005-10-07,7435.189941,7435.189941,7435.189941,7435.189941,7435.189941,0
2005-10-10,7385.569824,7385.569824,7385.569824,7385.569824,7385.569824,0
2005-10-11,null,null,null,null,null,null
2005-10-12,7322.740234,7322.740234,7322.740234,7322.740234,7322.740234,0
2005-10-13,7293.120117,7293.120117,7293.120117,7293.120117,7293.120117,0
2005-10-14,7362.540039,7362.540039,7362.540039,7362.540039,7362.540039,0
2005-10-17,null,null,null,null,null,null
2005-10-18,null,null,null,null,null,null
2005-10-19,7363.069824,7363.069824,7363.069824,7363.069824,7363.069824,0
2005-10-20,null,null,null,null,null,null
2005-10-21,null,null,null,null,null,null
2005-10-24,7374.529785,7374.529785,7374.529785,7374.529785,7374.529785,0
2005-10-25,null,null,null,null,null,null
2005-10-26,7334.770020,7334.770020,7334.770020,7334.770020,7334.770020,0
2005-10-27,7263.319824,7263.319824,7263.319824,7263.319824,7263.319824,0
2005-10-28,null,null,null,null,null,null
2005-10-31,null,null,null,null,null,null
2005-11-01,7425.180176,7425.180176,7425.180176,7425.180176,7425.180176,0
2005-11-02,7509.819824,7509.819824,7509.819824,7509.819824,7509.819824,0
2005-11-03,null,null,null,null,null,null
2005-11-04,7507.560059,7507.560059,7507.560059,7507.560059,7507.560059,0
2005-11-07,7519.419922,7519.419922,7519.419922,7519.419922,7519.419922,0
2005-11-08,7489.720215,7489.720215,7489.720215,7489.720215,7489.720215,0
2005-11-09,7500.990234,7500.990234,7500.990234,7500.990234,7500.990234,0
2005-11-10,7530.129883,7530.129883,7530.129883,7530.129883,7530.129883,0
2005-11-11,7561.399902,7561.399902,7561.399902,7561.399902,7561.399902,0
2005-11-14,7549.169922,7549.169922,7549.169922,7549.169922,7549.169922,0
2005-11-15,7509.379883,7509.379883,7509.379883,7509.379883,7509.379883,0
2005-11-16,null,null,null,null,null,null
2005-11-17,7601.120117,7601.120117,7601.120117,7601.120117,7601.120117,0
2005-11-18,null,null,null,null,null,null
2005-11-21,7676.640137,7676.640137,7676.640137,7676.640137,7676.640137,0
2005-11-22,null,null,null,null,null,null
2005-11-23,7743.339844,7743.339844,7743.339844,7743.339844,7743.339844,0
2005-11-25,7747.520020,7747.520020,7747.520020,7747.520020,7747.520020,0
2005-11-28,null,null,null,null,null,null
2005-11-29,7692.990234,7692.990234,7692.990234,7692.990234,7692.990234,0
2005-11-30,null,null,null,null,null,null
2005-12-01,7756.540039,7756.540039,7756.540039,7756.540039,7756.540039,0
2005-12-02,7760.850098,7760.850098,7760.850098,7760.850098,7760.850098,0
2005-12-05,7759.240234,7759.240234,7759.240234,7759.240234,7759.240234,0
2005-12-06,null,null,null,null,null,null
2005-12-07,7731.279785,7731.279785,7731.279785,7731.279785,7731.279785,0
2005-12-08,7743.430176,7743.430176,7743.430176,7743.430176,7743.430176,0
2005-12-09,7762.600098,7762.600098,7762.600098,7762.600098,7762.600098,0
2005-12-12,null,null,null,null,null,null
2005-12-13,7825.000000,7825.000000,7825.000000,7825.000000,7825.000000,0
2005-12-14,null,null,null,null,null,null
2005-12-15,null,null,null,null,null,null
2005-12-16,7814.000000,7814.000000,7814.000000,7814.000000,7814.000000,0
2005-12-19,7778.589844,7778.589844,7778.589844,7778.589844,7778.589844,0
2005-12-20,null,null,null,null,null,null
2005-12-21,7806.750000,7806.750000,7806.750000,7806.750000,7806.750000,0
2005-12-22,null,null,null,null,null,null
2005-12-23,7841.899902,7841.899902,7841.899902,7841.899902,7841.899902,0
2005-12-27,null,null,null,null,null,null
2005-12-28,null,null,null,null,null,null
2005-12-29,null,null,null,null,null,null
2005-12-30,7753.950195,7753.950195,7753.950195,7753.950195,7753.950195,0
2006-01-03,null,null,null,null,null,null
2006-01-04,7962.939941,7962.939941,7962.939941,7962.939941,7962.939941,0
2006-01-05,7944.060059,7944.060059,7944.060059,7944.060059,7944.060059,0
2006-01-06,null,null,null,null,null,null
2006-01-09,8053.419922,8053.419922,8053.419922,8053.419922,8053.419922,0
2006-01-10,null,null,null,null,null,null
2006-01-11,8063.509766,8063.509766,8063.509766,8063.509766,8063.509766,0
2006-01-12,8008.089844,8008.089844,8008.089844,8008.089844,8008.089844,0
2006-01-13,null,null,null,null,null,null
2006-01-17,7992.600098,7992.600098,7992.600098,7992.600098,7992.600098,0
2006-01-18,7953.009766,7953.009766,7953.009766,7953.009766,7953.009766,0
2006-01-19,8018.220215,8018.220215,8018.220215,8018.220215,8018.220215,0
2006-01-20,7902.270020,7902.270020,7902.270020,7902.270020,7902.270020,0
2006-01-23,7953.919922,7953.919922,7953.919922,7953.919922,7953.919922,0
2006-01-24,null,null,null,null,null,null
2006-01-25,null,null,null,null,null,null
2006-01-26,null,null,null,null,null,null
2006-01-27,8096.140137,8096.140137,8096.140137,8096.140137,8096.140137,0
2006-01-30,null,null,null,null,null,null
2006-01-31,8106.549805,8106.549805,8106.549805,8106.549805,8106.549805,0
2006-02-01,8112.220215,8112.220215,8112.220215,8112.220215,8112.220215,0
2006-02-02,null,null,null,null,null,null
2006-02-03,8001.399902,8001.399902,8001.399902,8001.399902,8001.399902,0
2006-02-06,8019.870117,8019.870117,8019.870117,8019.870117,8019.870117,0
2006-02-07,7932.500000,7932.500000,7932.500000,7932.500000,7932.500000,0
2006-02-08,null,null,null,null,null,null
2006-02-09,null,null,null,null,null,null
2006-02-10,7980.000000,7980.000000,7980.000000,7980.000000,7980.000000,0
2006-02-13,null,null,null,null,null,null
2006-02-14,null,null,null,null,null,null
2006-02-15,null,null,null,null,null,null
2006-02-16,8086.740234,8086.740234,8086.740234,8086.740234,8086.740234,0
2006-02-17,null,null,null,null,null,null
2006-02-21,null,null,null,null,null,null
2006-02-22,null,null,null,null,null,null
2006-02-23,8107.759766,8107.759766,8107.759766,8107.759766,8107.759766,0
2006-02-24,8126.029785,8126.029785,8126.029785,8126.029785,8126.029785,0
2006-02-27,8139.669922,8139.669922,8139.669922,8139.669922,8139.669922,0
2006-02-28,null,null,null,null,null,null
2006-03-01,null,null,null,null,null,null
2006-03-02,8126.529785,8126.529785,8126.529785,8126.529785,8126.529785,0
2006-03-03,8119.910156,8119.910156,8119.910156,8119.910156,8119.910156,0
2006-03-06,8067.439941,8067.439941,8067.439941,8067.439941,8067.439941,0
2006-03-07,null,null,null,null,null,null
2006-03-08,8026.089844,8026.089844,8026.089844,8026.089844,8026.089844,0
2006-03-09,null,null,null,null,null,null
2006-03-10,null,null,null,null,null,null
2006-03-13,8114.109863,8114.109863,8114.109863,8114.109863,8114.109863,0
2006-03-14,8197.599609,8197.599609,8197.599609,8197.599609,8197.599609,0
2006-03-15,8236.690430,8236.690430,8236.690430,8236.690430,8236.690430,0
2006-03-16,8261.919922,8261.919922,8261.919922,8261.919922,8261.919922,0
2006-03-17,null,null,null,null,null,null
2006-03-20,8255.639648,8255.639648,8255.639648,8255.639648,8255.639648,0
2006-03-21,null,null,null,null,null,null
2006-03-22,8255.879883,8255.879883,8255.879883,8255.879883,8255.879883,0
2006-03-23,null,null,null,null,null,null
2006-03-24,null,null,null,null,null,null
2006-03-27,null,null,null,null,null,null
2006-03-28,8175.720215,8175.720215,8175.720215,8175.720215,8175.720215,0
2006-03-29,null,null,null,null,null,null
2006-03-30,8271.790039,8271.790039,8271.790039,8271.790039,8271.790039,0
2006-03-31,null,null,null,null,null,null
2006-04-03,null,null,null,null,null,null
2006-04-04,null,null,null,null,null,null
2006-04-05,8369.169922,8369.169922,8369.169922,8369.169922,8369.169922,0
2006-04-06,null,null,null,null,null,null
2006-04-07,8270.650391,8270.650391,8270.650391,8270.650391,8270.650391,0
2006-04-10,8283.080078,8283.080078,8283.080078,8283.080078,8283.080078,0
2006-04-11,null,null,null,null,null,null
2006-04-12,null,null,null,null,null,null
2006-04-13,8227.950195,8227.950195,8227.950195,8227.950195,8227.950195,0
2006-04-17,8242.150391,8242.150391,8242.150391,8242.150391,8242.150391,0
2006-04-18,null,null,null,null,null,null
2006-04-19,8431.250000,8431.250000,8431.250000,8431.250000,8431.250000,0
2006-04-20,8422.129883,8422.129883,8422.129883,8422.129883,8422.129883,0
2006-04-21,null,null,null,null,null,null
2006-04-24,null,null,null,null,null,null
2006-04-25,null,null,null,null,null,null
2006-04-26,8429.860352,8429.860352,8429.860352,8429.860352,8429.860352,0
2006-04-27,8440.500000,8440.500000,8440.500000,8440.500000,8440.500000,0
2006-04-28,null,null,null,null,null,null
2006-05-01,null,null,null,null,null,null
2006-05-02,8541.799805,8541.799805,8541.799805,8541.799805,8541.799805,0
2006-05-03,null,null,null,null,null,null
2006-05-04,8531.610352,8531.610352,8531.610352,8531.610352,8531.610352,0
2006-05-05,null,null,null,null,null,null
2006-05-08,null,null,null,null,null,null
2006-05-09,8646.959961,8646.959961,8646.959961,8646.959961,8646.959961,0
2006-05-10,8631.589844,8631.589844,8631.589844,8631.589844,8631.589844,0
2006-05-11,null,null,null,null,null,null
2006-05-12,8411.259766,8411.259766,8411.259766,8411.259766,8411.259766,0
2006-05-15,8378.209961,8378.209961,8378.209961,8378.209961,8378.209961,0
2006-05-16,null,null,null,null,null,null
2006-05-17,8199.379883,8199.379883,8199.379883,8199.379883,8199.379883,0
2006-05-18,null,null,null,null,null,null
2006-05-19,8176.060059,8176.060059,8176.060059,8176.060059,8176.060059,0
2006-05-22,8094.799805,8094.799805,8094.799805,8094.799805,8094.799805,0
2006-05-23,null,null,null,null,null,null
2006-05-24,null,null,null,null,null,null
2006-05-25,8187.399902,8187.399902,8187.399902,8187.399902,8187.399902,0
2006-05-26,null,null,null,null,null,null
2006-05-30,8110.990234,8110.990234,8110.990234,8110.990234,8110.990234,0
2006-05-31,null,null,null,null,null,null
2006-06-01,8270.879883,8270.879883,8270.879883,8270.879883,8270.879883,0
2006-06-02,null,null,null,null,null,null
2006-06-05,8145.529785,8145.529785,8145.529785,8145.529785,8145.529785,0
2006-06-06,8100.709961,8100.709961,8100.709961,8100.709961,8100.709961,0
2006-06-07,8037.060059,8037.060059,8037.060059,8037.060059,8037.060059,0
2006-06-08,7992.490234,7992.490234,7992.490234,7992.490234,7992.490234,0
2006-06-09,7965.319824,7965.319824,7965.319824,7965.319824,7965.319824,0
2006-06-12,7855.439941,7855.439941,7855.439941,7855.439941,7855.439941,0
2006-06-13,7719.779785,7719.779785,7719.779785,7719.779785,7719.779785,0
2006-06-14,7780.330078,7780.330078,7780.330078,7780.330078,7780.330078,0
2006-06-15,null,null,null,null,null,null
2006-06-16,7933.859863,7933.859863,7933.859863,7933.859863,7933.859863,0
2006-06-19,null,null,null,null,null,null
2006-06-20,7860.359863,7860.359863,7860.359863,7860.359863,7860.359863,0
2006-06-21,7953.459961,7953.459961,7953.459961,7953.459961,7953.459961,0
2006-06-22,7920.319824,7920.319824,7920.319824,7920.319824,7920.319824,0
2006-06-23,7924.620117,7924.620117,7924.620117,7924.620117,7924.620117,0
2006-06-26,7966.790039,7966.790039,7966.790039,7966.790039,7966.790039,0
2006-06-27,null,null,null,null,null,null
2006-06-28,7929.700195,7929.700195,7929.700195,7929.700195,7929.700195,0
2006-06-29,8138.859863,8138.859863,8138.859863,8138.859863,8138.859863,0
2006-06-30,8169.069824,8169.069824,8169.069824,8169.069824,8169.069824,0
2006-07-03,8241.509766,8241.509766,8241.509766,8241.509766,8241.509766,0
2006-07-05,8163.939941,8163.939941,8163.939941,8163.939941,8163.939941,0
2006-07-06,8197.839844,8197.839844,8197.839844,8197.839844,8197.839844,0
2006-07-07,8155.049805,8155.049805,8155.049805,8155.049805,8155.049805,0
2006-07-10,8175.180176,8175.180176,8175.180176,8175.180176,8175.180176,0
2006-07-11,8206.280273,8206.280273,8206.280273,8206.280273,8206.280273,0
2006-07-12,8113.180176,8113.180176,8113.180176,8113.180176,8113.180176,0
2006-07-13,null,null,null,null,null,null
2006-07-14,null,null,null,null,null,null
2006-07-17,7892.870117,7892.870117,7892.870117,7892.870117,7892.870117,0
2006-07-18,7898.359863,7898.359863,7898.359863,7898.359863,7898.359863,0
2006-07-19,8076.649902,8076.649902,8076.649902,8076.649902,8076.649902,0
2006-07-20,8007.529785,8007.529785,8007.529785,8007.529785,8007.529785,0
2006-07-21,7953.140137,7953.140137,7953.140137,7953.140137,7953.140137,0
2006-07-24,8099.939941,8099.939941,8099.939941,8099.939941,8099.939941,0
2006-07-25,null,null,null,null,null,null
2006-07-26,8164.259766,8164.259766,8164.259766,8164.259766,8164.259766,0
2006-07-27,8144.859863,8144.859863,8144.859863,8144.859863,8144.859863,0
2006-07-28,8254.980469,8254.980469,8254.980469,8254.980469,8254.980469,0
2006-07-31,null,null,null,null,null,null
2006-08-01,8206.099609,8206.099609,8206.099609,8206.099609,8206.099609,0
2006-08-02,8259.910156,8259.910156,8259.910156,8259.910156,8259.910156,0
2006-08-03,null,null,null,null,null,null
2006-08-04,8270.919922,8270.919922,8270.919922,8270.919922,8270.919922,0
2006-08-07,8238.530273,8238.530273,8238.530273,8238.530273,8238.530273,0
2006-08-08,8210.190430,8210.190430,8210.190430,8210.190430,8210.190430,0
2006-08-09,8192.629883,8192.629883,8192.629883,8192.629883,8192.629883,0
2006-08-10,8209.780273,8209.780273,8209.780273,8209.780273,8209.780273,0
2006-08-11,null,null,null,null,null,null
2006-08-14,null,null,null,null,null,null
2006-08-15,null,null,null,null,null,null
2006-08-16,8357.400391,8357.400391,8357.400391,8357.400391,8357.400391,0
2006-08-17,null,null,null,null,null,null
2006-08-18,null,null,null,null,null,null
2006-08-21,null,null,null,null,null,null
2006-08-22,8364.240234,8364.240234,8364.240234,8364.240234,8364.240234,0
2006-08-23,8320.190430,8320.190430,8320.190430,8320.190430,8320.190430,0
2006-08-24,null,null,null,null,null,null
2006-08-25,8318.030273,8318.030273,8318.030273,8318.030273,8318.030273,0
2006-08-28,null,null,null,null,null,null
2006-08-29,8383.639648,8383.639648,8383.639648,8383.639648,8383.639648,0
2006-08-30,8388.379883,8388.379883,8388.379883,8388.379883,8388.379883,0
2006-08-31,null,null,null,null,null,null
2006-09-01,8435.750000,8435.750000,8435.750000,8435.750000,8435.750000,0
2006-09-05,null,null,null,null,null,null
2006-09-06,null,null,null,null,null,null
2006-09-07,null,null,null,null,null,null
2006-09-08,null,null,null,null,null,null
2006-09-11,null,null,null,null,null,null
2006-09-12,null,null,null,null,null,null
2006-09-13,8382.700195,8382.700195,8382.700195,8382.700195,8382.700195,0
2006-09-14,8357.809570,8357.809570,8357.809570,8357.809570,8357.809570,0
2006-09-15,8363.450195,8363.450195,8363.450195,8363.450195,8363.450195,0
2006-09-18,null,null,null,null,null,null
2006-09-19,8347.570313,8347.570313,8347.570313,8347.570313,8347.570313,0
2006-09-20,null,null,null,null,null,null
2006-09-21,8373.309570,8373.309570,8373.309570,8373.309570,8373.309570,0
2006-09-22,8344.669922,8344.669922,8344.669922,8344.669922,8344.669922,0
2006-09-25,null,null,null,null,null,null
2006-09-26,8451.790039,8451.790039,8451.790039,8451.790039,8451.790039,0
2006-09-27,8476.509766,8476.509766,8476.509766,8476.509766,8476.509766,0
2006-09-28,null,null,null,null,null,null
2006-09-29,null,null,null,null,null,null
2006-10-02,8461.379883,8461.379883,8461.379883,8461.379883,8461.379883,0
2006-10-03,8447.830078,8447.830078,8447.830078,8447.830078,8447.830078,0
2006-10-04,8538.669922,8538.669922,8538.669922,8538.669922,8538.669922,0
2006-10-05,8570.480469,8570.480469,8570.480469,8570.480469,8570.480469,0
2006-10-06,8534.320313,8534.320313,8534.320313,8534.320313,8534.320313,0
2006-10-09,8538.400391,8538.400391,8538.400391,8538.400391,8538.400391,0
2006-10-10,8563.599609,8563.599609,8563.599609,8563.599609,8563.599609,0
2006-10-11,8540.639648,8540.639648,8540.639648,8540.639648,8540.639648,0
2006-10-12,null,null,null,null,null,null
2006-10-13,null,null,null,null,null,null
2006-10-16,null,null,null,null,null,null
2006-10-17,null,null,null,null,null,null
